Account ID,Org Name,Wastewater network ID,Wastewater network/plant name,W-A2 Total length of wastewater pipes (km),W-A2 Reason not available,W-A2 Data confidence,W-A7 Wastewater treatment processes - highest level,W-A8 Receiving environment for treated wastewater,W-A9 Volume of wastewater treated at treatment plant (m3/year),W-A9 Reason not available,W-A9.1 Average nominal flows (L/s),W-A9.1 Reason not available,W-A9.2 Average peak flows (L/s),W-A9.2 Reason not available,W-A9.3 Reason for peak flow,W-A10 Volume of trade waste treated (m3/year),W-A10 Reason not available,W-A11 Volume of septage imported for treatment (m3/year),W-A11 Reason not available,W-A12 Volume of treated wastewater applied to land (m3/year),W-A12 Reason not available,W-A7 to W-A12 Data confidence,W-EH1 Number of residential connections,W-EH1 Reason not available,W-EH1 Method of determining connections,W-EH2 Number of non-residential connections,W-EH2 Reason not available,W-EH2 Method of determining connections,W-EH3 Total population served by the wastewater network,W-EH3 Reason not available,W-EH1 to W-EH3 Data confidence,W-EH4 Number of resource consents held for WW network,W-EH4 Reason not available,W-EH9 WW overflow regulation approach under local regional plan,W-EH9 Comments,W-EH4 to W-EH9 Data confidence,W-EH20 WWTP peak flow to nominal flow ratio,W-EH20 Reason not available,W-EH21 Design standards for calculating WW overflow capacity,W-EH21 Comments,W-EH22 Levels of service for preventing WW overflows due to stormwater (%),W-EH22 Comments,W-EH21 to W-EH23 Data confidence,W-RE3 Wastewater treatment wetland emissions (tCO2e/year),W-RE3 Reason not available,W-RE4 Wastewater effluent disposal emissions (tCO2e/year),W-RE4 Reason not available,W-RE5 Wastewater sludge treatment emissions (tCO2e/year),W-RE5 Reason not available,W-RE6 Wastewater sludge disposal emissions (tCO2e/year),W-RE6 Reason not available,W-RE3 to W-RE6 Data confidence,W-RE7 Production of biosolids (m3),W-RE7 Reason not available,W-RE8 % of dry solids in biosolids,W-RE8 Reason not available,W-RE9 % disposal of biosolids to onsite stockpile,W-RE9 Reason not available,W-RE10 Disposal of biosolids to landfill (tonnes),W-RE10 Reason not available,W-RE11 Disposal of biosolids composting and reuse (tonnes),W-RE11 Reason not available,W-RE11 Biosolids reuse - how and where,W-RE12 Disposal of biosolids to other routes (tonnes),W-RE12 Reason not available,W-RE13 Last year plant or pond was desludged (yyyy),W-RE13 Reason not available,W-RE7 to W-RE13 Data confidence
ACC-00008498,Buller District Council,WWN-00103,Little Wanganui,2,,5 - Highly Reliable,Secondary,River,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,0,,0,,4 - Reliable,82,,Number of connections known,0,,Other (Please identify in the comments section),950,,4 - Reliable,1,,Measure Not Applicable,Not mentioned in the Local Regional Plan,4 - Reliable,,,Internal code of practice,"Subdivision sizes typically chosen based on NZ4404 tables. Capacity of entire network is normally based on stormwater cross-connections, hence hard to quantify",,No AEP calculation completed,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,0,,,Measure Not Applicable,0,,0,,0,,,,,,,4 - Reliable
ACC-00008498,Buller District Council,WWN-00104,Reefton,16,,5 - Highly Reliable,Secondary,River,1048323,,5,,80,,Significant Weather Events,,Data Not Available,0,,0,,4 - Reliable,531,,Number of connections known,65,,Other (Please identify in the comments section),50,,4 - Reliable,1,,Measure Not Applicable,Not mentioned in the Local Regional Plan,4 - Reliable,,,Internal code of practice,"Subdivision sizes typically chosen based on NZ4404 tables. Capacity of entire network is normally based on stormwater cross-connections, hence hard to quantify",,No AEP calculation completed,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,0,,,Measure Not Applicable,0,,0,,0,,,,,,,4 - Reliable
ACC-00008498,Buller District Council,WWN-00105,Westport,99,,5 - Highly Reliable,Tertiary,River,1344271,,25,,100,,Significant Weather Events,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,2165,,Number of connections known,237,,Other (Please identify in the comments section),4500,,4 - Reliable,1,,Measure Not Applicable,Not mentioned in the Local Regional Plan,4 - Reliable,,,Internal code of practice,"Subdivision sizes typically chosen based on NZ4404 tables. Capacity of entire network is normally based on stormwater cross-connections, hence hard to quantify",,No AEP calculation completed,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,500,,16,,100,,0,,500,,Compost,0,,,,4 - Reliable
ACC-00001075,Carterton District Council,WWN-00106,Carterton,76,,4 - Reliable,Tertiary,River,2445493,,24,,60,,Seasonal Changes,33053,,,Data Not Available,141700,,3 - Less Reliable,3126,,Number of connections known,194,,Estimation by non-residential buildings,5856,,4 - Reliable,1,,Data Not Available,,4 - Reliable,6,,NZS4404,,0,Hydraulic Modelling in progress,3 - Less Reliable,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001635,Central Hawke's Bay District Council,WWN-00107,Otane,23,,4 - Reliable,Secondary,River,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Significant Weather Events,0,,0,,0,,5 - Highly Reliable,364,,Number of connections known,56,,Number of metered connections,398,,4 - Reliable,1,,,Restricted Discretionary,3 - Less Reliable,8,,Other (Please identify in the comments section),External Code of Practice (Hastings),,Not designed for I&I capacity,1 - Very Uncertain,0,,0,,0,,0,,3 - Less Reliable,0,,,Measure Not Applicable,0,,0,,0,,,0,,,Data Not Available,3 - Less Reliable
ACC-00001635,Central Hawke's Bay District Council,WWN-00108,Porangahau,4,,4 - Reliable,Secondary,River,31066,,1,,10,,Significant Weather Events,0,,0,,0,,5 - Highly Reliable,148,,Number of connections known,15,,Number of metered connections,138,,4 - Reliable,2,,,Restricted Discretionary,3 - Less Reliable,9,,Other (Please identify in the comments section),External Code of Practice (Hastings),,Not designed for I&I capacity,1 - Very Uncertain,0,,0,,0,,0,,3 - Less Reliable,0,,,Measure Not Applicable,0,,0,,0,,,0,,,Data Not Available,3 - Less Reliable
ACC-00001635,Central Hawke's Bay District Council,WWN-00109,Takapau,9,,4 - Reliable,Secondary,Wetland,55981,,2,,2,,Significant Weather Events,0,,0,,0,,5 - Highly Reliable,205,,Number of connections known,16,,Number of metered connections,432,,4 - Reliable,4,,,Restricted Discretionary,3 - Less Reliable,9,,Other (Please identify in the comments section),External Code of Practice (Hastings),,Not designed for I&I capacity,1 - Very Uncertain,0,,0,,0,,0,,3 - Less Reliable,0,,,Measure Not Applicable,0,,0,,0,,,0,,,Data Not Available,3 - Less Reliable
ACC-00001635,Central Hawke's Bay District Council,WWN-00110,Te Paerahi,6,,4 - Reliable,Secondary,Wetland,28637,,1,,31,,Significant Weather Events,0,,0,,0,,5 - Highly Reliable,70,,Number of connections known,3,,Number of metered connections,159,,4 - Reliable,2,,,Restricted Discretionary,3 - Less Reliable,3,,Other (Please identify in the comments section),External Code of Practice (Hastings),,Not designed for I&I capacity,1 - Very Uncertain,0,,0,,0,,0,,3 - Less Reliable,0,,,Measure Not Applicable,0,,0,,0,,,0,,,Data Not Available,3 - Less Reliable
ACC-00001635,Central Hawke's Bay District Council,WWN-00111,Waipawa,31,,4 - Reliable,Tertiary,River,440453,,14,,56,,Significant Weather Events,19419,,429,,0,,5 - Highly Reliable,839,,Number of connections known,100,,Number of metered connections,1439,,4 - Reliable,2,,,Restricted Discretionary,3 - Less Reliable,8,,Other (Please identify in the comments section),External Code of Practice (Hastings),,Not designed for I&I capacity,1 - Very Uncertain,0,,0,,0,,0,,3 - Less Reliable,0,,,Measure Not Applicable,0,,0,,0,,,0,,2022,,5 - Highly Reliable
ACC-00001635,Central Hawke's Bay District Council,WWN-00112,Waipukurau,62,,4 - Reliable,Tertiary,River,752639,,22,,198,,Significant Weather Events,63905,,579,,0,,5 - Highly Reliable,1822,,Number of connections known,265,,Number of metered connections,3275,,4 - Reliable,1,,,Restricted Discretionary,3 - Less Reliable,2,,Other (Please identify in the comments section),External Code of Practice (Hastings),,Not designed for I&I capacity,1 - Very Uncertain,0,,0,,0,,0,,3 - Less Reliable,0,,,Measure Not Applicable,0,,0,,0,,,0,,2022,,5 - Highly Reliable
ACC-00008538,Central Otago District Council,WWN-00113,Alexandra,86,,4 - Reliable,Tertiary,River,486528,,15,,52,,Significant Weather Events,0,Data Not Available,0,,0,,4 - Reliable,2822,,Number of connections known,272,,,6108,,4 - Reliable,3,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,6.6,,Other (Please identify in the comments section),Flow meter data from wastewater pump stations,10,,4 - Reliable,,Measure Not Applicable,344,,0,,263,,4 - Reliable,,,19.5,,99,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008538,Central Otago District Council,WWN-00114,Cromwell,147,,4 - Reliable,Tertiary,Lake,797126,,25,,64,,Significant Weather Events,0,Data Not Available,2673,,0,,4 - Reliable,3813,,Number of connections known,413,,,8969,,4 - Reliable,3,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,5,,Other (Please identify in the comments section),Flow meter data from wastewater pump stations,10,,4 - Reliable,,Measure Not Applicable,1289,,0,,0,,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2016,,4 - Reliable
ACC-00008538,Central Otago District Council,WWN-00115,Lake Roxburgh Village,12,,4 - Reliable,Secondary,Land,7646,,1,,4,,Significant Weather Events,0,Data Not Available,0,,0,,3 - Less Reliable,43,,Number of connections known,1,,,77,,4 - Reliable,1,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,1,,NZS4404,,10,,4 - Reliable,,Measure Not Applicable,4,,0,,0,,4 - Reliable,10,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00008538,Central Otago District Council,WWN-00116,Naseby,12,,4 - Reliable,Secondary,Land,52610,,2,,9,,Significant Weather Events,0,Data Not Available,0,,52610,,4 - Reliable,326,,Number of connections known,15,,,134,,4 - Reliable,2,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,9.7,,NZS4404,,10,,4 - Reliable,,Measure Not Applicable,100,,0,,0,,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00008538,Central Otago District Council,WWN-00117,Omakau,7,,4 - Reliable,Secondary,River,30274,,4,,9,,Significant Weather Events,0,Data Not Available,0,,0,,3 - Less Reliable,124,,Number of connections known,27,,,272,,4 - Reliable,1,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,2,,NZS4404,,10,,4 - Reliable,,Measure Not Applicable,50,,0,,0,,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2018,,4 - Reliable
ACC-00008538,Central Otago District Council,WWN-00118,Ranfurly,15,,4 - Reliable,Tertiary,River,206038,,6,,15,,Significant Weather Events,0,Data Not Available,0,,0,,4 - Reliable,401,,Number of connections known,71,,,790,,4 - Reliable,2,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,7.2,,NZS4404,,10,,4 - Reliable,,Measure Not Applicable,58,,0,,0,,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00008538,Central Otago District Council,WWN-00119,Roxburgh,20,,4 - Reliable,Secondary,Land,46037,,6,,12,,Significant Weather Events,0,Data Not Available,0,,46037,,4 - Reliable,350,,Number of connections known,50,,,608,,4 - Reliable,2,,Measure Not Applicable,No overflows occurred in the last financial year.,5 - Highly Reliable,119,,Other (Please identify in the comments section),Flow meter data from wastewater pump stations,10,,4 - Reliable,,Measure Not Applicable,117,,0,,0,,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2024,,4 - Reliable
ACC-00008533,Christchurch City Council,WWN-00120,Akaroa,20,,4 - Reliable,Tertiary,Marine,200697,,6,,38,,Significant Weather Events,0,,0,,0,,5 - Highly Reliable,993,,Other (Please identify in the comments section),60,,Other (Please identify in the comments section),750,,4 - Reliable,4,,Measure Not Applicable,,4 - Reliable,6.3,,Internal code of practice,CCC Infrastructure Design Standards,,No Level of Service / No Consent,4 - Reliable,0,Measure Not Applicable,12,,0,Measure Not Applicable,0,Data Not Available,3 - Less Reliable,0,,0,,0,,0,,0,,,0,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008533,Christchurch City Council,WWN-00121,Christchurch,2026,,4 - Reliable,Tertiary,Marine,61730579,,1874,,3547,,Significant Weather Events,3713384,,15174,,0,,5 - Highly Reliable,159220,,Other (Please identify in the comments section),13504,,Other (Please identify in the comments section),384597,,4 - Reliable,23,,Measure Not Applicable,Permitted activity under our resource consent.,4 - Reliable,1.9,,Internal code of practice,CCC Infrastructure Design Standards,39,As per the CCC consent,4 - Reliable,0,Measure Not Applicable,7936,,1504,,1680,,3 - Less Reliable,6462,,97.8,,0,,171,,3050,,"92 tonne went to a mine remediation site.
2899 tonne went to landscaping reuse.",0,,,Measure Not Applicable,4 - Reliable
ACC-00008533,Christchurch City Council,WWN-00123,Duvauchelle,10,,4 - Reliable,Tertiary,Marine,25289,,1,,13,,Significant Weather Events,0,,0,,0,,5 - Highly Reliable,261,,Other (Please identify in the comments section),9,,Other (Please identify in the comments section),288,,4 - Reliable,3,,Measure Not Applicable,,4 - Reliable,12.4,,Internal code of practice,CCC Infrastructure Design Standards,,No Level of Service / No Consent,4 - Reliable,0,Measure Not Applicable,4,,0,Measure Not Applicable,0,Data Not Available,3 - Less Reliable,0,,0,,0,,0,,0,,,0,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008533,Christchurch City Council,WWN-00126,Tikao Bay,7,,4 - Reliable,Tertiary,Land,2807,,1,,2,,Significant Weather Events,0,,0,,2807,,5 - Highly Reliable,37,,Other (Please identify in the comments section),0,,Other (Please identify in the comments section),36,,4 - Reliable,1,,Measure Not Applicable,,4 - Reliable,1.4,,Internal code of practice,CCC Infrastructure Design Standards,,No Level of Service / No Consent,4 - Reliable,0,Measure Not Applicable,0,Data Not Available,0,Measure Not Applicable,0,Data Not Available,3 - Less Reliable,0,,0,,0,,0,,0,,,0,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008533,Christchurch City Council,WWN-00127,Wainui,1,,4 - Reliable,Tertiary,Land,1788,,1,,2,,Significant Weather Events,0,,0,,1788,,5 - Highly Reliable,38,,Other (Please identify in the comments section),0,,Other (Please identify in the comments section),21,,4 - Reliable,1,,Measure Not Applicable,,4 - Reliable,1.9,,Internal code of practice,CCC Infrastructure Design Standards,,No Level of Service / No Consent,4 - Reliable,0,Measure Not Applicable,0,Data Not Available,0,Measure Not Applicable,0,Data Not Available,3 - Less Reliable,0,,0,,0,,0,,0,,,0,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008586,Clutha District Council,WWN-00128,Balclutha,86,,4 - Reliable,Secondary,River,793932,,23.40261701,,32.1,,Seasonal Changes,,Data Not Available,,Data Not Available,0,Measure Not Applicable,4 - Reliable,1377,,Number of connections known,,,,4002,Data Not Available,1 - Very Uncertain,1,,Measure Not Applicable,No overflow at this site,4 - Reliable,1.37164147,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,,0,Measure Not Applicable,,0,Measure Not Applicable,2020,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00129,Clinton,11,,4 - Reliable,Tertiary,River,81034,,2.731416952,,9.4,,Seasonal Changes,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,191,,Number of connections known,13,,Estimation by non-residential buildings,300,,1 - Very Uncertain,1,,Measure Not Applicable,No overflow at this site,4 - Reliable,3.441437234,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI - Marshalls/ORC consent procurement document,2 - Uncertain,46.12869,,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,,0,Measure Not Applicable,,0,Measure Not Applicable,2014,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00130,Heriot,6,,4 - Reliable,Tertiary,River,14642,,0.333384703,,5.9,,Seasonal Changes,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,46,,Number of connections known,12,,Estimation by non-residential buildings,111,,1 - Very Uncertain,1,,Data Not Available,Partially treated wastewater discharges over emergency outflow weir in the event of exceptionally high influent flows and when feed pump and buffering capacity is exceeded,4 - Reliable,17.69727268,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,,0,Measure Not Applicable,,0,Measure Not Applicable,2014,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00131,Kaitangata,18,,4 - Reliable,Tertiary,River,134371,,3.299942066,,89.5,,Significant Weather Events,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,216,,Number of connections known,15,,Estimation by non-residential buildings,830,,1 - Very Uncertain,1,,Data Not Available,Partially treated wastewater discharges over emergency outflow weir in the event of exceptionally high influent flows and when feed pump and buffering capacity is exceeded,4 - Reliable,27.12168826,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,,,0,Measure Not Applicable,,0,Measure Not Applicable,2014,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00132,Kaka Point,11,,4 - Reliable,Tertiary,Marine,14870,,5.491725171,,65.5,,Significant Weather Events,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,3 - Less Reliable,264,,Number of connections known,4,,Estimation by non-residential buildings,235,,2 - Uncertain,2,,Data Not Available,Partially treated wastewater discharges over emergency outflow weir in the event of exceptionally high influent flows and when feed pump and buffering capacity is exceeded,4 - Reliable,11.9270353,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,430,,0,Measure Not Applicable,,0,Measure Not Applicable,2014,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00133,Lawrence,18,,4 - Reliable,Tertiary,River,57115,,1.858016267,,4.95,,Seasonal Changes,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,229,,Number of connections known,,,,430,Data Not Available,2 - Uncertain,2,,Data Not Available,Partially treated wastewater discharges over emergency outflow weir in the event of exceptionally high influent flows and when feed pump and buffering capacity is exceeded,4 - Reliable,2.66413168,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,430,,0,Measure Not Applicable,,0,Measure Not Applicable,2014,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00134,Milton,48,,4 - Reliable,Tertiary,River,503722,,15.17012746,,140.4,,Significant Weather Events,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,969,,Number of connections known,,,,2529,Data Not Available,3 - Less Reliable,3,,Data Not Available,Overflow/bypass of a mix of screened wastewater and stormwater by permit in instances of heavy rainfall event,4 - Reliable,9.254811277,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,595.8117,,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,40,,30,Data Not Available,,Data Not Available,20,,0,Measure Not Applicable,,0,Measure Not Applicable,2024,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00136,Stirling,10,,4 - Reliable,Tertiary,River,15567,,7.347945776,,35.7,,Significant Weather Events,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,3 - Less Reliable,100,,Number of connections known,7,,Estimation by non-residential buildings,743,,1 - Very Uncertain,1,,Data Not Available,Partially treated wastewater discharges over emergency outflow weir in the event of exceptionally high influent flows and when feed pump and buffering capacity is exceeded,4 - Reliable,4.858500741,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,430,,0,Measure Not Applicable,,0,Measure Not Applicable,2015,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00137,Tapanui,23,,4 - Reliable,Tertiary,River,128253,,5.071734304,,65.5,,Significant Weather Events,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,411,,Number of connections known,,,,760,Data Not Available,1 - Very Uncertain,1,,Data Not Available,Partially treated wastewater discharges over emergency outflow weir in the event of exceptionally high influent flows and when feed pump and buffering capacity is exceeded,4 - Reliable,12.91471439,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,Data Not Available,430,,0,Measure Not Applicable,,0,Measure Not Applicable,2019,,4 - Reliable
ACC-00008586,Clutha District Council,WWN-00138,Waihola,18,,4 - Reliable,Tertiary,Lake,48331,,1.597865297,,10.9,,Seasonal Changes,,Data Not Available,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,243,,Number of connections known,9,,Estimation by non-residential buildings,430,,1 - Very Uncertain,1,,Measure Not Applicable,No overflow at this site,4 - Reliable,6.821601309,,NZS4404,"CDC usually borrows standard from DCC, CCC Engineering Code of Practice or Code of Subdivision. CDC code of practice/design standard is in development.",10,ARI,2 - Uncertain,173.03625,,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,,0,Measure Not Applicable,,0,Measure Not Applicable,2014,,4 - Reliable
ACC-00008513,Dunedin City Council,WWN-00139,Green Island,152,,4 - Reliable,Tertiary,Marine,4108528,,135,,682,,Significant Weather Events,1220896,,3467,,,Measure Not Applicable,5 - Highly Reliable,5358,,Other (Please identify in the comments section),199,,Other (Please identify in the comments section),13881,,4 - Reliable,4,,,Resource consent is required but no consent held - Discharge of wastewater network overflow to water is a discretionary activity under the current Regional Plan: Water for Otago. Discharge of wastewater network overflow to the coast is a discretionary activity under the current Regional Plan: Coast for Otago. No consents are held for wastewater network overflows in the Green Island catchment. Any wastewater network overflows that occur are not consented.,5 - Highly Reliable,5.1,,Internal code of practice,"Dunedin Code of Subdivision and Development 2010, Section 5.3.5.1",10,"Technical level of service only, not a customer level of service. Based on 24-hour rainfall event. Not currently met for whole catchment. Currently under review.",5 - Highly Reliable,,Measure Not Applicable,499,,964,,751,,5 - Highly Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
