Account ID,Org Name,Supply ID,Supply name,D-A5 Length of pipe in network (km),D-A5 Reason not available,D-A6 Number of drinking water abstraction points,D-A6 Reason not available,D-A7 Main drinking water network source type,D-A7 Comments,D-EH1.1 Number of residential connections,D-EH1.1 Reason not available,D-EH1.1 Method of determining connections,D-EH1.1 Comments,D-EH1.2 Number of residential units,D-EH1.2 Reason not available,D-EH1.2 Method of determining units,D-EH1.2 Comments,D-EH2.1 Number of non-residential connections,D-EH2.1 Reason not available,D-EH2.1 Method of determining connections,D-EH2.1 Comments,D-EH2.2 Number of non-residential units,D-EH2.2 Reason not available,D-EH2.2 Method of determining units,D-EH2.2 Comments,D-EH3 Total population served,D-EH3 Reason not available,D-A5 to D-EH3 Data confidence,D-EH4 Total volume of water supplied to network (m3/year),D-EH4 Reason not available,D-EH7 Volume of non-residential water use (m3/year),D-EH7 Reason not available,D-EH4 and D-EH7 Data confidence,D-EH8 Number of resource consents held,D-EH8 Reason not available,D-EH8 Data confidence,D-EH17 Amount of sludge produced (tonnes/year),D-EH17 Reason not available,D-EH20.1 Disposal route for sludge,D-EH20.1 Comments,D-EH20.1 Reason not available,D-EH18 Amount of backwash water used (m3/year),D-EH18 Reason not available,D-EH20.2 Disposal route for backwash water,D-EH20.2 Comments,D-EH20.2 Reason not available,D-EH19 Amount of screenings removed (tonnes/year),D-EH19 Reason not available,D-EH20.3 Disposal route for screenings,D-EH20.3 Comments,D-EH20.3 Reason not available,D-EH17 to D-EH20.3 Data confidence,D-EH21 Fish passage impeded assessment,D-EH21 Comments,D-EH22 Processes to prevent fish ingress,D-EH22 Comments,D-EH21 to D-EH22 Data confidence,D-R15 Average system pressure (kPa),D-R15 Reason not available,D-R16 Reference level for water pressure set?,D-R17 Reference level for water pressure (kPa),D-R17 Reason not available,D-R18 Number of properties below reference pressure level,D-R18 Reason not available,D-R15 to D-R18 Data confidence,D-RE1 Total drinking water loss across network (m3/year),D-RE1 Includes private water loss?,D-RE1 Reason not available,D-RE2.1 Current annual real loss - CARL (m3/year),D-RE2.1 Reason not available,D-RE2.2 Unavoidable annual real losses - UARL (m3/year),D-RE2.2 Reason not available,D-RE3 Infrastructure leakage index - ILI,D-RE1 to D-RE3 Data confidence,D-RE4 Median residential water consumption (L/connection/day),D-RE4 Reason not available,D-RE4 Data confidence
ACC-00001635,Central Hawke's Bay District Council,WAI004,Waipukurau,84,,5,,Bore,,1894,,Estimation by residential buildings,,1894,,Number of connections known,,531,,Number of connections known,,531,,Number of connections known,,3275,,4 - Reliable,658191,,,Data Not Available,1 - Very Uncertain,1,,5 - Highly Reliable,,Data Not Available,Measure Not Applicable,,,,Data Not Available,Measure Not Applicable,,,,Data Not Available,Landfill,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,64,,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,,Data Not Available,1 - Very Uncertain
ACC-00001635,Central Hawke's Bay District Council,WAI005,Waipawa,84,,2,,Bore,,857,,Estimation by residential buildings,,857,,Number of connections known,,224,,Number of connections known,,224,,Number of connections known,,1439,,4 - Reliable,1690373,,,Data Not Available,1 - Very Uncertain,2,,5 - Highly Reliable,,Data Not Available,Measure Not Applicable,,,,Data Not Available,Measure Not Applicable,,,,Data Not Available,Landfill,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,35,,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,,Data Not Available,1 - Very Uncertain
ACC-00008538,Central Otago District Council,CRO001,Cromwell,180,,2,,Bore,,3893,,Number of metered connections,,,Data Not Available,,,736,,Number of metered connections,,,Data Not Available,,,8719,,4 - Reliable,2024460,,555215,,4 - Reliable,3,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,No sludge removal or backwash performed,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,No screening performed,Measure Not Applicable,4 - Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,650,,No,,Measure Not Applicable,,,4 - Reliable,221737,Yes,,183860,,128455,,1.4,4 - Reliable,655,,4 - Reliable
ACC-00008538,Central Otago District Council,LAK028,Lake Dunstan,142,,3,,Bore,,3734,,Number of metered connections,,,Data Not Available,,,457,,Number of metered connections,,,Data Not Available,,,7347,,4 - Reliable,2083545,,307772,,4 - Reliable,4,,5 - Highly Reliable,0,Data Not Available,Other (Please identify in the comments section),"Backwash of membranes only. Cleanwater to Clutha River - consented discharge
CIP Water to Alexandra Wastewater Treatment Plant",,52000,,Other (Please identify in the comments section),"Cleanwater to Clutha River
CIP Water to Alexandra Wastewater Treatment Plant",,0,Measure Not Applicable,,,,4 - Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,650,,No,,Measure Not Applicable,,,4 - Reliable,643665,Yes,,612995,,105364,,5.5,4 - Reliable,685,,4 - Reliable
ACC-00008538,Central Otago District Council,NAS001,Naseby,11,,1,,River/stream/creek,,334,,Number of metered connections,,,Data Not Available,,,19,,Number of metered connections,,,Data Not Available,,,153,,4 - Reliable,35322,,8525,,4 - Reliable,0,,5 - Highly Reliable,0,Data Not Available,Other (Please identify in the comments section),Backwash discharges to the reticulated wastewater system,,5460,,Other (Please identify in the comments section),Naseby Wastewater Treatment Plant,,0,Measure Not Applicable,,,,3 - Less Reliable,Yes,,Yes,,5 - Highly Reliable,300,,No,,Measure Not Applicable,,,4 - Reliable,2741,Yes,,2057,,6056,,0.3,4 - Reliable,170,,4 - Reliable
ACC-00008538,Central Otago District Council,OMA005,Omakau/Ophir,13,,1,,Infiltration gallery,,211,,Number of metered connections,,,Data Not Available,,,47,,Number of metered connections,,,Data Not Available,,,378,,4 - Reliable,63287,,16076,,4 - Reliable,2,,5 - Highly Reliable,0,Data Not Available,Land,Backwash discharges to land,,7280,,Land,,,0,Measure Not Applicable,Measure Not Applicable,No screening performed,Measure Not Applicable,3 - Less Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,270,,No,,Measure Not Applicable,,,4 - Reliable,9396,Yes,,8262,,8219,,1,4 - Reliable,605,,4 - Reliable
ACC-00008538,Central Otago District Council,PAT003,Patearoa,44,,1,,River/stream/creek,,60,,Number of metered connections,,,Data Not Available,,,39,,Number of metered connections,,,Data Not Available,,,167,,4 - Reliable,100907,,8100,,4 - Reliable,3,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,No sludge removal or backwash performed,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,700,,No,,Measure Not Applicable,,,4 - Reliable,76856,Yes,,76285,,24354,,3.1,4 - Reliable,381,,4 - Reliable
ACC-00008538,Central Otago District Council,PIS002,Pisa Village,40,,2,,Bore,,273,,Number of metered connections,,,Data Not Available,,,1,,Number of metered connections,,,Data Not Available,,,452,,4 - Reliable,124116,,419,,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,No sludge removal or backwash performed,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,No screening performed,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,500,,Yes,500,,,Data Not Available,2 - Uncertain,10304,Yes,,7917,,6643,,1.2,4 - Reliable,874,,4 - Reliable
ACC-00008538,Central Otago District Council,RAN002,Ranfurly,42,,2,,River/stream/creek,,432,,Number of metered connections,,,Data Not Available,,,111,,Number of metered connections,,,Data Not Available,,,810,,4 - Reliable,183267,,50171,,4 - Reliable,6,,5 - Highly Reliable,0,Data Not Available,Land,Backwash discharges to land,,5460,,Land,,,0,Measure Not Applicable,,,,3 - Less Reliable,Yes,,Yes,,5 - Highly Reliable,470,,No,,Measure Not Applicable,,,4 - Reliable,59313,Yes,,56669,,23231,,2.4,4 - Reliable,333,,4 - Reliable
ACC-00008538,Central Otago District Council,ROX001,Roxburgh,31,,2,,Bore,,457,,Number of metered connections,,,Data Not Available,,,86,,Number of metered connections,,,Data Not Available,,,765,,4 - Reliable,210459,,46363,,4 - Reliable,2,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,Cartridge filtration only. No sludge removal or backwash performed,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,No screening performed,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,780,,No,,Measure Not Applicable,,,4 - Reliable,87962,Yes,,85323,,21342,,4,4 - Reliable,370,,4 - Reliable
ACC-00001252,Chatham Islands Council,KAI041,"Kaingoroa, Chatham Is.",9,,1,,Lake,,19,,Other (Please identify in the comments section),Targeted rates database and LTP,19,,Other (Please identify in the comments section),Targeted rates database and LTP,2,,Other (Please identify in the comments section),Targeted rates database and LTP,2,,Other (Please identify in the comments section),Targeted rates database and LTP,60,,3 - Less Reliable,4113,,,Data Not Available,3 - Less Reliable,0,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,,,Data Not Available,Land,,,,Measure Not Applicable,,,Data Not Available,1 - Very Uncertain,No,,Yes,,5 - Highly Reliable,200,Data Not Available,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,570,,3 - Less Reliable
ACC-00001252,Chatham Islands Council,WAI158,"Waitangi, Chatham Is.",8,,1,,Bore,,72,,Other (Please identify in the comments section),Targeted rates database and LTP,72,,Other (Please identify in the comments section),Targeted rates database and LTP,26,,Other (Please identify in the comments section),Targeted rates database and LTP,26,,Other (Please identify in the comments section),Targeted rates database and LTP,170,,3 - Less Reliable,17492,,,Data Not Available,3 - Less Reliable,0,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,,,Data Not Available,Land,,,,Measure Not Applicable,,,Data Not Available,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,300,Data Not Available,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,510,,3 - Less Reliable
ACC-00008533,Christchurch City Council,AKA001,Akaroa,36,,6,,River/stream/creek,,1120,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes residential connections and aggregates the results by water supply.",1154,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes residential units and aggregates the results by water supply.",67,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes non-residential connections and aggregates the results by water supply.",101,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes non-residential units and aggregates the results by water supply.",903,,5 - Highly Reliable,297573.314,,46387,,3 - Less Reliable,8,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Wastewater Network,,13240,,Other (Please identify in the comments section),Wastewater Network,,,Data Not Available,Land,,,4 - Reliable,Yes,,Yes,,4 - Reliable,882,,No,,Measure Not Applicable,,,5 - Highly Reliable,134786,No,,118653.0664,,63982.46969,,1.854462119,3 - Less Reliable,165,,4 - Reliable
ACC-00008533,Christchurch City Council,BIR001,Birdlings Flat,6,,1,,Bore,,154,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes residential connections and aggregates the results by water supply.",154,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes residential units and aggregates the results by water supply.",3,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes non-residential connections and aggregates the results by water supply.",3,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes non-residential units and aggregates the results by water supply.",252,,5 - Highly Reliable,32163.16145,,,Data Not Available,5 - Highly Reliable,2,,5 - Highly Reliable,0,,Measure Not Applicable,,,0,,Measure Not Applicable,,,0,,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Data Not Available,No,,Measure Not Applicable,,,5 - Highly Reliable,,,Data Not Available,18278.6744,,5098.307225,,3.585243806,3 - Less Reliable,209,,3 - Less Reliable
ACC-00008533,Christchurch City Council,BRO013,Brooklands/Kainga,24,,2,,Bore,,707,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes residential connections and aggregates the results by water supply.",533,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes residential units and aggregates the results by water supply.",9,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes non-residential connections and aggregates the results by water supply.",14,,Other (Please identify in the comments section),"Determined by spatially intersecting rating unit and water rate data with Water Supply Pressure Zone GIS layers. The 3WBI Service-Connected Buildings FME Workbench integrates this tabular and spatial data, categorizes non-residential units and aggregates the results by water supply.",1329,,5 - Highly Reliable,195953.2719,,12931,,3 - Less Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,0,,Measure Not Applicable,,,0,,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,389,,No,,Measure Not Applicable,,,5 - Highly Reliable,81909,No,,76271.787,,16499.46747,,4.622681742,3 - Less Reliable,411,,4 - Reliable
ACC-00008533,Christchurch City Council,BUR005,Burnside Community Drinking Water Station,Measure Not Applicable,Measure Not Applicable,1,,Bore,,,,Measure Not Applicable,,,,Measure Not Applicable,,,,Measure Not Applicable,,,,Measure Not Applicable,,,Measure Not Applicable,5 - Highly Reliable,419,,,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,0,,Measure Not Applicable,,,0,,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,,5 - Highly Reliable
